is O
no O
evidence O
it B-acr
worsens B-acn
asthma B-obj
. O

CVD B-obj
risk I-obj
estimation I-obj
for O
patients B-acr
with O
RA B-obj
, O
AS B-obj
or O
PsA B-obj
should O
be O
performed B-mod
according O
to O
national B-obj
guidelines I-obj
and O
the O
SCORE B-obj
CVD I-obj
risk I-obj
prediction I-obj
model I-obj
should O
be O
used B-mod
if O
no O
national B-obj
guideline I-obj
is O
available B-mod
. O

Women B-acr
with O
platinum B-mod
resistant I-mod
relapsed B-obj
ovarian I-obj
cancer I-obj
should O
be O
offered B-mod
bevacizumab B-obj
in O
combination O
with O
paclitaxel B-obj
. O

For O
eligible B-mod
people B-obj
with O
stage B-obj
3B I-obj
NSCLC I-obj
who O
cannot O
tolerate B-acn
or O
who O
decline B-acn
chemoradiotherapy B-obj
, O
consider B-acn
radical B-mod
radiotherapy B-obj
. O

MRI B-obj
may O
also O
be O
used B-mod
to O
predict B-acn
development B-obj
of O
new B-mod
radiographic B-obj
syndesmophytes I-obj
. O

If O
conventional B-mod
radiography B-obj
is O
negative B-mod
, O
CT B-obj
should O
be O
performed B-mod
. O

In O
patients B-acr
with O
syndesmophytes B-obj
in O
the O
lumbar B-obj
spine I-obj
on O
conventional B-mod
radiography B-obj
, O
osteoporosis B-obj
should O
be O
assessed B-mod
by O
hip B-obj
DXA I-obj
, O
supplemented B-obj
by O
either O
spine B-obj
DXA I-obj
in O
lateral B-mod
projection B-obj
or O
possibly O
QCT B-obj
of O
the O
spine B-obj
. O

If O
a O
patient B-acr
is O
in O
persistent B-mod
remission B-obj
after O
having B-acn
tapered B-mod
GC B-obj
, O
one O
can O
consider B-acn
tapering B-mod
bDMARDs B-obj
, O
especially O
if O
this O
treatment B-obj
is O
combined B-mod
with O
a O
csDMARD B-obj
. O

Systemic B-mod
glucocorticoids B-obj
may O
be O
used B-mod
with O
caution O
at O
the O
lowest B-mod
effective I-mod
dose B-obj
. O

If O
the O
person B-acr
is O
aged O
under B-mod
80 I-obj
years O
with O
stage B-obj
1 I-obj
hypertension I-obj
and O
has B-acn
established B-mod
cardiovascular B-obj
disease I-obj
, O
offer B-acn
antihypertensive B-mod
drug B-obj
treatment I-obj
. O

Do O
not O
offer B-acn
cinacalcet B-obj
to O
pregnant B-mod
women B-acr
with O
primary B-mod
hyperparathyroidism B-obj
. O

Prescribe B-acn
metformin B-obj
with O
caution O
for O
those O
at O
risk O
of O
a O
sudden B-mod
deterioration I-mod
in O
kidney B-obj
function I-obj
and O
those O
at O
risk O
of O
eGFR B-obj
falling I-obj
below B-mod
45 I-mod
ml/minute/1.73m2 I-mod
. O

If O
dipstick B-obj
screening I-obj
is O
positive B-mod
, O
use B-acn
albumin:creatinine B-obj
ratio I-obj
or O
protein:creatinine B-obj
ratio I-obj
to O
quantify B-acn
proteinuria B-obj
in O
pregnant B-mod
women B-obj
. O

In O
patients B-acr
with O
peripheral B-mod
arthritis B-obj
, O
particularly O
in O
those O
with O
many O
swollen B-mod
joints B-obj
, O
structural B-mod
damage B-obj
in O
the O
presence O
of O
inflammation B-obj
, O
high B-mod
ESR/CRP B-obj
and/or O
clinically B-mod
relevant I-mod
extra-articular B-obj
manifestations I-obj
, O
csDMARDs B-obj
should O
be O
considered B-mod
at O
an O
early B-mod
stage B-obj
, O
with O
methotrexate B-obj
preferred O
in O
those O
with O
relevant B-mod
skin B-obj
involvement I-obj
. O

Monitor B-acn
the O
effects B-obj
of O
azathioprine B-obj
, O
mercaptopurine B-obj
and O
methotrexate B-obj
as O
advised B-mod
in O
the O
British B-obj
National I-obj
Formulary I-obj
or O
British B-obj
National I-obj
Formulary I-obj
for I-obj
Children I-obj
. O

In O
patients B-acr
with O
suspected B-mod
stable B-obj
angina I-obj
, O
the O
exercise B-obj
tolerance I-obj
test I-obj
should O
not O
be O
used B-mod
routinely O
as O
a O
first B-mod
line I-mod
diagnostic B-obj
tool I-obj
. O

In O
patients B-acr
with O
stable B-mod
angina B-obj
requiring O
percutaneous B-mod
coronary B-obj
intervention I-obj
for O
in O
stent B-obj
restenosis I-obj
, O
a O
drug B-obj
eluting I-obj
balloon I-obj
or O
a O
second B-mod
or O
third B-mod
generation I-mod
drug B-obj
eluting I-obj
stent I-obj
should O
be O
considered B-mod
. O

Consider B-acn
a O
maintenance B-obj
dosage I-obj
higher O
than O
20 O
mg/kg O
daily O
if O
therapeutic B-mod
efficacy B-obj
is O
not O
achieved B-mod
, O
while O
ensuring B-acn
that O
a O
safe B-mod
plasma B-obj
level I-obj
is O
maintained B-mod
. O

Patients B-acr
with O
heart B-obj
failure I-obj
with O
reduced B-mod
ejection B-obj
fraction I-obj
of O
all O
NYHA B-obj
functional I-obj
classes I-obj
, O
should O
be O
given B-mod
angiotensin B-mod
converting I-mod
enzyme B-obj
inhibitors I-obj
. O

Before O
starting B-acn
medium/high-dose B-mod
GC B-obj
treatment I-obj
, O
consider B-acn
comorbidities B-obj
predisposing I-obj
to O
AEs B-obj
. O

Patients B-acr
with O
CHC B-obj
who O
are O
on O
a O
drug B-obj
treatment I-obj
programme I-obj
should O
be O
considered B-mod
for O
treatment B-obj
. O

Digoxin B-obj
should O
not O
be O
used B-mod
for O
prophylaxis B-obj
of O
atrial B-obj
fibrillation I-obj
following B-acn
CABG B-obj
surgery I-obj
. O

Patients B-acr
with O
larger B-mod
tumours B-obj
may O
be O
considered B-mod
for O
oncoplastic B-obj
surgery I-obj
instead O
of O
mastectomy B-obj
. O

Consider B-acn
prostaglandin B-obj
E1 I-obj
or O
prostaglandin B-obj
E2 I-obj
as O
options O
for O
inducing B-acn
labour B-obj
in O
women B-acr
with O
asthma B-obj
because O
there O
is O
no O
evidence O
that O
they B-acr
worsen B-acn
asthma B-obj
. O

The O
decision B-obj
on O
when O
to O
repeat B-acn
MRI B-obj
depends B-acn
on O
the O
clinical B-mod
circumstances B-obj
. O

Maintain B-acn
a O
blood B-obj
glucose I-obj
concentration I-obj
between O
4 O
and O
11 O
mmol/litre O
in O
people B-acr
with O
acute B-mod
stroke B-obj
. O

Combination B-obj
intravenous I-obj
SACT I-obj
should O
be O
considered B-mod
for O
patients B-acr
with O
SCLC B-obj
over O
70 O
years O
of O
age O
with O
performance B-obj
status I-obj
0-2 I-obj
. O

Consider B-acn
ovarian B-obj
function I-obj
suppression I-obj
in O
addition O
to O
endocrine B-obj
therapy I-obj
for O
premenopausal B-mod
women B-obj
with O
ER-positive B-mod
invasive I-mod
breast B-obj
cancer I-obj
. O

If O
the O
person B-acr
is O
aged O
under B-mod
80 B-obj
years I-obj
with O
stage B-obj
1 I-obj
hypertension I-obj
and O
has B-acn
diabetes B-obj
, O
offer B-acn
antihypertensive B-mod
drug B-obj
treatment I-obj
. O

Gabapentin B-obj
should O
be O
considered B-mod
for O
the O
treatment B-obj
of O
patients B-acr
with O
neuropathic B-obj
pain I-obj
. O

Offer B-acn
a O
pancreatic B-mod
protocol I-mod
CT B-obj
scan I-obj
to O
people B-acr
with O
pancreatic B-mod
abnormalities B-obj
but O
no O
jaundice B-obj
. O

All O
patients B-acr
co-infected B-acn
with O
HIV B-obj
and O
HCV B-obj
genotype I-obj
1 I-obj
should O
be O
considered B-mod
for O
treatment B-obj
with O
a O
regimen B-obj
which O
includes B-acn
an O
HCV B-obj
protease I-obj
inhibitor I-obj
. O

If O
the O
person B-acr
is O
aged O
under B-mod
80 B-obj
years I-obj
with O
stage B-obj
1 I-obj
hypertension I-obj
and O
has B-acn
renal B-obj
disease I-obj
, O
offer B-acn
antihypertensive B-mod
drug B-obj
treatment I-obj
. O

If O
remission B-obj
is O
not O
achieved B-mod
within O
4 O
weeks O
, O
consider B-acn
adding O
a O
high-dose B-mod
oral I-mod
aminosalicylate B-obj
to O
the O
topical B-mod
aminosalicylate B-obj
or O
switching O
to O
a O
high-dose B-mod
oral I-mod
aminosalicylate B-obj
and O
a O
time-limited B-mod
course B-obj
of O
a O
topical B-mod
corticosteroid B-obj
. O

All O
patients B-acr
with O
chronic B-mod
HCV B-obj
infection I-obj
should O
be O
considered B-mod
for O
antiviral B-obj
therapy I-obj
. O

If O
the O
person B-acr
is O
aged O
under B-mod
80 B-obj
years I-obj
with O
reduced B-mod
ejection B-obj
fraction I-obj
, O
maintain B-acn
blood B-obj
pressure I-obj
below B-mod
150/90 I-mod
mmHg I-mod
. O

For O
early B-mod
stage I-mod
disease B-obj
, O
maintenance B-obj
cytotoxic I-obj
chemotherapy I-obj
should O
not O
be O
given B-mod
. O

Patients B-acr
with O
heart B-obj
failure I-obj
and O
clinical B-mod
signs B-obj
or O
symptoms B-obj
of O
fluid B-obj
overload I-obj
or O
congestion B-obj
should O
be O
considered B-mod
for O
diuretic B-mod
therapy B-obj
. O

For O
people B-acr
with O
an O
acute B-mod
cough B-obj
who O
are O
identified B-mod
at O
a O
face-to-face B-mod
clinical B-obj
examination I-obj
as O
at O
higher O
risk O
of O
complications O
, O
consider B-acn
an O
immediate B-mod
antibiotic B-obj
prescription I-obj
or O
a O
back-up B-mod
antibiotic B-obj
prescription I-obj
. O

Offer B-acn
urgent O
low-dose B-mod
non-contrast I-mod
CT B-obj
to O
adults B-acr
with O
suspected O
renal B-obj
colic I-obj
. O

For O
eligible B-mod
people B-obj
with O
stage B-obj
3A I-obj
NSCLC I-obj
who O
cannot O
tolerate B-acn
or O
who O
decline B-acn
chemoradiotherapy B-obj
, O
consider B-acn
radical B-mod
radiotherapy B-obj
. O

Do O
not O
routinely O
use B-acn
24-hour B-mod
urine B-obj
collection I-obj
to O
quantify B-acn
proteinuria B-obj
in O
pregnant B-mod
women B-obj
. O

Women B-acr
with O
stage B-obj
4 I-obj
ovarian I-obj
cancer I-obj
should O
be O
offered B-mod
bevacizumab B-obj
in O
combination O
with O
carboplatin B-obj
and O
paclitaxel B-obj
. O

If O
HbA1c B-acr
rises B-acn
to O
58 B-mod
mmol/mol I-mod
( I-mod
7.5 I-mod
% I-mod
) I-mod
, O
consider B-acn
insulin-based B-obj
treatment I-obj
and O
support B-acn
the O
person B-obj
to O
aim B-acn
for O
an O
HbA1c B-obj
level I-obj
of O
53 B-mod
mmol/mol I-mod
( I-mod
7 I-mod
% I-mod
) I-mod
. O

All O
women B-acr
with O
non-mucinous B-mod
ovarian B-obj
or O
fallopian B-obj
tube I-obj
cancer I-obj
should O
be O
offered B-mod
BRCA1 B-obj
and O
BRCA2 B-obj
mutation I-obj
testing I-obj
. O

Vaccination B-obj
in O
patients B-acr
with O
AIIRD B-obj
should O
ideally O
be O
administered B-mod
during O
stable B-mod
disease B-obj
. O

If O
the O
person B-acr
is O
with O
CKD B-obj
and O
vitamin B-obj
D I-obj
supplementation I-obj
is O
indicated B-mod
, O
offer B-acn
colecalciferol B-obj
or O
ergocalciferol B-obj
. O

Consider B-acn
surgical B-mod
mediastinal I-mod
staging B-obj
for O
people B-acr
with O
a O
negative B-mod
EBUS-TBNA B-obj
or O
EUS-FNA B-obj
if O
clinical B-mod
suspicion B-obj
of O
nodal B-obj
malignancy I-obj
is O
high O
and O
nodal B-obj
status I-obj
would O
affect B-acn
their O
treatment B-obj
plan I-obj
. O

Measure B-acn
serum B-obj
calcium I-obj
for O
people B-acr
who O
develop B-acn
a O
pancreatic B-obj
cancer I-obj
resection I-obj
. O

If O
cytological B-mod
or O
histological B-mod
samples B-acr
are O
needed B-mod
, O
offer B-acn
EUS B-obj
with O
EUS-guided B-mod
tissue B-obj
sampling I-obj
. O

In O
patients B-acr
with O
active B-mod
enthesitis B-obj
and/or O
dactylitis B-obj
and O
insufficient B-mod
response B-obj
to O
NSAIDs B-obj
or O
local B-mod
glucocorticoid B-obj
injections I-obj
, O
therapy B-obj
with O
a O
bDMARD B-obj
should O
be O
considered B-mod
, O
which O
according B-acn
to O
current B-mod
practice B-obj
is O
a O
TNF B-obj
inhibitor I-obj
. O

Patients B-acr
with O
suspected O
T3 B-obj
or O
T4 B-obj
disease I-obj
who O
are O
otherwise O
fit B-mod
for O
surgery B-obj
should O
not O
be O
denied B-mod
surgical B-obj
exploration I-obj
on O
the O
basis O
of O
a O
CT B-obj
scan I-obj
alone O
. O

In O
general O
, O
STIR B-obj
sequences I-obj
are O
sufficient B-mod
to O
detect B-acn
inflammation B-obj
and O
the O
use O
of O
contrast B-obj
medium I-obj
is O
not O
needed B-mod
. O

Offer B-acn
to O
carry O
out O
a O
blood B-obj
test I-obj
for O
rheumatoid B-obj
factor I-obj
in O
adults B-acr
with O
suspected B-mod
rheumatoid B-obj
arthritis I-obj
who O
are O
found B-mod
to O
have B-acn
synovitis B-obj
on O
clinical B-mod
examination B-obj
. O

Do O
not O
offer B-acn
bisphosphonates B-obj
for O
chronic B-mod
hypercalcaemia B-obj
of O
primary B-mod
hyperparathyroidism B-obj
. O

Consider B-acn
a O
bisphosphonate B-obj
to O
reduce B-acn
fracture B-obj
risk I-obj
for O
people B-acr
with O
primary B-mod
hyperparathyroidism B-obj
and O
increased B-mod
fracture B-obj
risk I-obj
. O

Offer B-acn
radical B-obj
resection I-obj
to O
people B-acr
with O
T1bN0 B-obj
oesophageal I-obj
adenocarcinoma I-obj
if O
they B-acr
are O
fit B-mod
enough O
to O
have B-acn
surgery B-obj
. O

Evaluate B-acn
PET-CT-positive B-obj
or O
enlarged B-mod
intrathoracic B-obj
nodes I-obj
using O
a O
systematic B-mod
approach B-obj
with O
EBUS-TBNA B-obj
and/or O
EUS-FNA B-obj
if O
nodal B-obj
status I-obj
would O
affect B-acn
the O
treatment B-obj
plan I-obj
. O

Do O
not O
measure B-acn
ionised B-mod
calcium B-obj
when O
testing O
for O
primary B-mod
hyperparathyroidism B-obj
. O

In O
patients B-acr
with O
permanent B-mod
AF B-obj
or O
persistent B-mod
AF B-obj
following O
a O
rate B-obj
control I-obj
strategy I-obj
and O
a O
resting B-mod
heart B-obj
rate I-obj
> O
110 O
bpm O
, O
appropriate B-mod
rate B-obj
control I-obj
therapy I-obj
should O
be O
instituted B-mod
with O
an O
initial B-mod
target B-obj
of O
resting B-mod
heart B-obj
rate I-obj
. O

Consider B-acn
a O
clinical B-mod
trial B-obj
as O
an O
alternative B-obj
to O
second-line B-mod
chemotherapy B-obj
for O
people B-acr
with O
oesophago-gastric B-obj
cancer I-obj
. O

Consider B-acn
alpha B-obj
blockers I-obj
for O
adults B-obj
, O
children B-obj
and O
young B-mod
people B-obj
with O
distal B-mod
ureteric B-obj
stones I-obj
less O
than O
10 B-mod
mm I-mod
. O

Consider B-acn
budesonide B-obj
for O
a O
first B-mod
presentation B-obj
or O
a O
single O
inflammatory B-mod
exacerbation B-obj
in O
a O
12-month O
period O
for O
people B-acr
who O
have B-acn
one O
or O
more O
of O
distal B-obj
ileal I-obj
, O
ileocaecal B-obj
or O
right-sided B-mod
colonic B-obj
disease I-obj
and O
if O
conventional B-obj
glucocorticosteroids I-obj
are O
contraindicated B-mod
, O
or O
if O
the O
person B-acr
declines B-acn
or O
cannot O
tolerate B-acn
them B-obj
. O

If O
clinical B-mod
evaluation B-obj
or O
lung B-obj
function I-obj
testing I-obj
indicates B-acn
an O
inadequate B-mod
response B-obj
to O
rhDNase B-obj
, O
consider B-acn
both O
rhDNase B-obj
and O
hypertonic B-mod
sodium B-obj
chloride I-obj
or O
hypertonic B-mod
sodium B-obj
chloride I-obj
alone O
. O

If O
remission B-obj
is O
not O
achieved B-mod
within O
4 O
weeks O
, O
stop B-acn
the O
topical B-mod
aminosalicylate B-obj
and O
offer B-acn
a O
high-dose B-mod
oral I-mod
aminosalicylate B-obj
with O
a O
time-limited B-mod
course B-obj
of O
an O
oral B-mod
corticosteroid B-obj
. O

Adjuvant B-mod
chemotherapy B-obj
should O
be O
considered B-mod
for O
all O
patients B-acr
with O
breast B-obj
cancer I-obj
where O
benefit B-acr
outweighs B-acn
risk B-obj
. O

For O
children B-acr
who O
are O
allergic B-mod
to O
penicillins B-obj
, O
consider B-acn
an O
alternative O
oral B-mod
anti-Staphylococcus B-obj
aureus I-obj
agent I-obj
. O

Patients B-acr
with O
hepatitis B-obj
C I-obj
virus I-obj
and O
concurrent B-mod
operable I-mod
hepatocellular B-obj
carcinoma I-obj
should O
be O
offered B-mod
liver B-obj
transplantation I-obj
. O

Do O
not O
offer B-acn
antispasmodics B-obj
to O
adults B-obj
, O
children B-obj
and O
young B-mod
people B-obj
with O
suspected B-mod
renal B-obj
colic I-obj
. O

Aim B-acn
for O
a O
target B-mod
clinic I-mod
blood B-obj
pressure I-obj
below B-mod
150/90 I-mod
mmHg I-mod
in O
people B-obj
aged O
80 B-obj
years I-obj
and O
over B-mod
with O
treated B-mod
hypertension B-obj
. O

Do O
not O
offer B-acn
antihypertensive B-mod
drug B-obj
treatment I-obj
if O
the O
person B-acr
is O
with O
type B-obj
1 I-obj
diabetes I-obj
. O

For O
people B-acr
who O
cannot O
tolerate B-acn
aminosalicylates B-obj
, O
consider B-acn
a O
time-limited B-mod
course B-obj
of O
an O
oral B-mod
corticosteroid B-obj
. O

Offer B-acn
monotherapy B-obj
with O
a O
conventional B-mod
glucocorticosteroid B-obj
to O
induce B-acn
remission B-obj
in O
people B-acr
with O
a O
first B-mod
presentation B-obj
or O
a O
single O
inflammatory B-mod
exacerbation B-obj
of O
Crohn's B-obj
disease I-obj
in O
a O
12-month O
period O
. O

Offer B-acn
intravenous B-mod
paracetamol B-obj
to O
adults B-obj
, O
children B-obj
and O
young B-mod
people B-obj
with O
suspected B-mod
renal B-obj
colic I-obj
if O
NSAIDs B-acr
are O
contraindicated B-mod
or O
are O
not O
giving B-acn
sufficient B-mod
pain B-obj
relief I-obj
. O

If O
the O
patient B-acr
is O
already O
on O
an O
ACE B-obj
inhibitor I-obj
, O
the O
ACE B-obj
inhibitor I-obj
should O
be O
stopped B-mod
for O
36 O
hours O
before O
initiating B-acn
sacubitril B-obj
/ O
valsartan B-obj
to O
minimise B-acn
the O
risk B-obj
of O
angioedema B-obj
. O

Offer B-acn
standard B-mod
structural I-mod
MRI B-obj
as O
the O
initial B-mod
diagnostic B-obj
test I-obj
for O
suspected B-mod
glioma B-obj
, O
unless O
MRI B-obj
is O
contraindicated B-mod
. O

Screening B-obj
for O
asymptomatic B-obj
atherosclerotic I-obj
plaques I-obj
by O
use O
of O
carotid B-obj
ultrasound I-obj
may O
be O
considered B-mod
as O
part O
of O
the O
CVD B-obj
risk I-obj
evaluation I-obj
in O
patients B-acr
with O
RA B-obj
. O

For O
patients B-acr
receiving B-acn
a O
protease B-obj
inhibitor I-obj
in O
combination O
with O
pegylated B-obj
IFN I-obj
and O
ribavirin B-obj
therapy I-obj
, O
consider B-acn
ribavirin B-obj
dose I-obj
reduction I-obj
as O
an O
alternative B-obj
to O
the O
addition O
of O
EPO B-obj
for O
controlling B-acn
anaemia B-obj
. O

Avoid B-acn
verapamil B-obj
, O
diltiazem B-obj
and O
short-acting B-mod
dihydropyridine B-obj
agents I-obj
in O
people B-acr
who O
have B-acn
heart B-obj
failure I-obj
with O
reduced B-mod
ejection B-obj
fraction I-obj
. O

Do O
not O
offer B-acn
budesonide B-obj
or O
aminosalicylate B-obj
treatment I-obj
for O
severe B-mod
presentations B-obj
or O
exacerbations B-obj
. O

Consider B-acn
measuring O
albumin-adjusted B-obj
serum I-obj
calcium I-obj
for O
people B-acr
with O
chronic B-mod
non-differentiated I-mod
symptoms B-obj
. O

Human B-obj
papillomavirus I-obj
vaccination I-obj
should O
be O
considered B-mod
in O
selected B-mod
patients B-acr
with O
AIIRD B-mod
. O

Offer B-acn
systemic B-mod
combination B-obj
chemotherapy I-obj
to O
people B-acr
with O
locally O
advanced B-mod
pancreatic B-obj
cancer I-obj
who O
are O
well B-mod
enough O
to O
tolerate B-acn
it B-obj
. O

Vaccination B-obj
in O
patients B-acr
with O
AIIRD B-obj
can O
be O
administered B-mod
during O
the O
use O
of O
disease-modifying B-mod
antirheumatic B-obj
drugs I-obj
and O
tumour B-mod
necrosis I-mod
factor I-mod
alpha B-obj
blocking I-obj
agents I-obj
but O
should O
ideally O
be O
administered B-mod
before O
starting B-acn
B B-obj
cell I-obj
depleting I-obj
biological I-obj
therapy I-obj
. O

Provide B-acn
an O
accessible B-mod
resource B-obj
to O
promote B-acn
best B-mod
practice B-obj
in O
the O
management B-obj
of O
patients B-obj
using B-acn
medium/high-dose B-mod
GCs B-obj
to O
general B-mod
practitioners B-obj
. O

In O
patients B-acr
who O
fail B-acn
to O
respond B-acn
adequately B-mod
to O
a O
bDMARD B-obj
, O
switching B-acn
to O
another O
bDMARD B-obj
should O
be O
considered B-mod
, O
including O
switching B-acn
between O
TNF B-obj
inhibitors I-obj
. O

Patients B-acr
undergoing B-acn
surgical B-mod
revascularisation B-obj
of O
the O
left B-mod
anterior I-mod
descending B-obj
coronary I-obj
artery I-obj
should O
receive B-acn
an O
internal B-mod
mammary B-obj
artery I-obj
graft I-obj
. O

All O
patients B-acr
with O
invasive B-mod
breast B-obj
cancer I-obj
who O
are O
operable B-mod
should O
have B-acn
axillary B-obj
surgery I-obj
. O

Offer B-acn
a O
non-steroidal B-mod
anti-inflammatory I-mod
drug B-obj
by O
any O
route O
as O
first-line B-mod
treatment B-obj
for O
adults B-acr
, O
children B-acr
and O
young B-mod
people B-acr
with O
suspected B-mod
renal B-obj
colic I-obj
. O

The O
routine B-mod
use B-obj
of O
aspirin B-obj
to O
reduce B-acn
perioperative B-mod
cardiac B-obj
events I-obj
in O
patients B-acr
undergoing B-acn
non O
cardiac B-obj
surgery I-obj
, O
including O
those O
with O
known O
stable B-mod
CAD B-obj
, O
is O
not O
recommended B-mod
. O

Carboplatin B-obj
AUC I-obj
6 O
and O
paclitaxel B-obj
80 I-obj
mg/m2 I-obj
may O
be O
considered B-mod
for O
the O
treatment O
of O
first B-mod
line I-mod
ovarian B-obj
cancer I-obj
. O

Monitor B-acn
the O
response B-obj
to O
titration O
of O
medicines O
closely O
in O
people B-acr
who O
have B-acn
heart B-obj
failure I-obj
with O
reduced B-mod
ejection B-obj
fraction I-obj
and O
chronic B-obj
kidney I-obj
disease I-obj
. O

Amitriptyline B-obj
should O
be O
considered B-mod
for O
the O
treatment B-obj
of O
patients B-acr
with O
fibromyalgia B-obj
and O
neuropathic B-obj
pain I-obj
. O

Do O
not O
offer B-acn
azathioprine B-obj
or O
mercaptopurine B-obj
if O
TPMT B-obj
activity I-obj
is O
deficient B-mod
. O

If O
the O
person B-acr
is O
with O
CKD B-obj
and O
beta-blocker B-obj
, O
consider B-acn
starting O
antihypertensive B-obj
drug I-obj
. O

Offer B-acn
bisphosphonates B-obj
if O
